TAHUN,KECAMATAN,KOMODITAS,LUAS_PANEN,PRODUKSI,PRODUKTIVITAS
2023,GABUSWETAN,TOMAT,2.80,38.50,13.75
"2023,CIKEDUNG,PADI,""11,322.00"",""75,576.89"",6.68"
"2023,CIKEDUNG,BAWANG MERAH,0.00,""4,276.00"",0.00"
2023,CIKEDUNG,CABAI BESAR,2.00,200.00,100.00
2023,CIKEDUNG,CABAI RAWIT,2.00,200.00,100.00
2023,CIKEDUNG,KACANG PANJANG,3.00,370.00,123.33
2023,CIKEDUNG,KETIMUN,4.00,640.00,160.00
2023,CIKEDUNG,SEMANGKA,0.00,0.00,0.00
2023,CIKEDUNG,TOMAT,0.00,0.00,0.00
"2023,TERISI,PADI,""19,303.00"",""133,924.08"",6.94"
2023,TERISI,BAWANG MERAH,0.00,0.00,0.00
2023,TERISI,CABAI BESAR,50.00,750.00,15.00
2023,TERISI,CABAI RAWIT,0.00,0.00,0.00
2023,TERISI,KACANG PANJANG,20.00,990.00,49.50
"2023,TERISI,KETIMUN,16.00,""5,730.00"",358.13"
"2023,TERISI,SEMANGKA,5.00,""1,250.00"",250.00"
2023,TERISI,TOMAT,0.00,0.00,0.00
"2023,LELEA,PADI,""9,996.00"",""60,293.77"",6.03"
2023,LELEA,BAWANG MERAH,0.00,0.00,0.00
2023,LELEA,CABAI BESAR,0.00,0.00,0.00
2023,LELEA,CABAI RAWIT,0.00,0.00,0.00
2023,LELEA,KACANG PANJANG,1.00,120.00,120.00
2023,LELEA,KETIMUN,1.00,60.00,60.00
2023,LELEA,SEMANGKA,0.00,0.00,0.00
2023,LELEA,TOMAT,0.00,0.00,0.00
"2023,BANGODUA,PADI,""6,438.00"",""48,286.49 "",7.50"
"2023,BANGODUA,BAWANG MERAH,16.00,""1,113"",69.56"
2023,BANGODUA,CABAI BESAR,5.00,394.00,78.80
2023,BANGODUA,CABAI RAWIT,0.00,0.00,0.00
"2023,BANGODUA,KACANG PANJANG,7.00,""1,037"",148.14"
2023,BANGODUA,KETIMUN,6.00,744.00,124.00
2023,BANGODUA,SEMANGKA,0.00,0.00,0.00
2023,BANGODUA,TOMAT,1.00,93.00,93.00
"2023,TUKDANA,PADI,""7,786"",""53,851.97"",6.92"
2023,TUKDANA,BAWANG MERAH,0.00,0.00,0.00
2023,TUKDANA,CABAI BESAR,1.00,13.00,13.00
2023,TUKDANA,CABAI RAWIT,1.00,21.00,21.00
2023,TUKDANA,KACANG PANJANG,2.00,450.00,225.00
"2023,TUKDANA,KETIMUN,16.00,""1,400"",87.50"
2023,TUKDANA,SEMANGKA,0.00,0.00,0.00
2023,TUKDANA,TOMAT,0.00,0.00,0.00
"2023,WIDASARI,PADI,""5,721.00"",""44,203.35"",7.73"
2023,WIDASARI,BAWANG MERAH,2.00,187.00,93.50
2023,WIDASARI,CABAI BESAR,6.00,236.00,39.33
2023,WIDASARI,CABAI RAWIT,3.00,265.00,88.33
2023,WIDASARI,KACANG PANJANG,0.00,0.00,0.00
2023,WIDASARI,KETIMUN,0.00,50.00,0.00
2023,WIDASARI,SEMANGKA,0.00,0.00,0.00
2023,WIDASARI,TOMAT,1.50,312.00,208.00
"2023,KERTASEMAYA,PADI,""5,760.00"",""45,855.68"",7.96"
2023,KERTASEMAYA,BAWANG MERAH,0.00,0.00,0.00
2023,KERTASEMAYA,CABAI BESAR,6.00,619.00,103.17
2023,KERTASEMAYA,CABAI RAWIT,2.00,372.00,186.00
2023,KERTASEMAYA,KACANG PANJANG,2.00,105.00,52.50
2023,KERTASEMAYA,KETIMUN,2.00,200.00,100.00
2023,KERTASEMAYA,SEMANGKA,0.00,0.00,0.00
2023,KERTASEMAYA,TOMAT,3.00,900.00,300.00
"2023,SUKAGUMIWANG,PADI,""5,140.00"",""36,760.63"",7.15"
2023,SUKAGUMIWANG,BAWANG MERAH,0.00,0.00,0.00
2023,SUKAGUMIWANG,CABAI BESAR,0.00,6.00,0.00
2023,SUKAGUMIWANG,CABAI RAWIT,0.00,0.00,0.00
2023,SUKAGUMIWANG,KACANG PANJANG,0.00,0.00,0.00
2023,SUKAGUMIWANG,KETIMUN,0.00,0.00,0.00
2023,SUKAGUMIWANG,SEMANGKA,0.00,0.00,0.00
2023,SUKAGUMIWANG,TOMAT,0.00,0.00,0.00
"2023,KRANGKENG,PADI,""57,971.90"",""7,855.00"",0.14"
"2023,KRANGKENG,BAWANG MERAH,20.00,""2,400.00"",120.00"
2023,KRANGKENG,CABAI BESAR,8.00,670.00,83.75
2023,KRANGKENG,CABAI RAWIT,6.00,555.00,92.50
2023,KRANGKENG,KACANG PANJANG,12.00,275.00,22.92
2023,KRANGKENG,KETIMUN,17.00,317.00,18.65
2023,KRANGKENG,SEMANGKA,11.00,182.00,16.55
2023,KRANGKENG,TOMAT,0.00,126.00,0.00
"2023,KARANGAMPEL,PADI,""4,432.00 "",""32,486.06 "",7.33"
2023,KARANGAMPEL,BAWANG MERAH,1.00 ,91.00 ,91.00
2023,KARANGAMPEL,CABAI BESAR,0.00 ,154.00 ,0.00
2023,KARANGAMPEL,CABAI RAWIT,2.00 ,153.00 ,76.50
2023,KARANGAMPEL,KACANG PANJANG,2.00 ,187.00 ,93.50
2023,KARANGAMPEL,KETIMUN,1.00 ,20.00 ,20.00
2023,KARANGAMPEL,SEMANGKA,3.00 ,148.00 ,49.33
2023,KARANGAMPEL,TOMAT,1.50 ,236.80 ,157.87
"2023,KEDOKANBUNDER,PADI,""4,218.00 "",""32,140.29 "",7.62"
2023,KEDOKANBUNDER,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,KEDOKANBUNDER,CABAI BESAR,7.00 ,910.00 ,130.00
2023,KEDOKANBUNDER,CABAI RAWIT,9.00 ,630.00 ,70.00
2023,KEDOKANBUNDER,KACANG PANJANG,22.00 ,507.00 ,23.05
2023,KEDOKANBUNDER,KETIMUN,0.00 ,0.00 ,0.00
2023,KEDOKANBUNDER,SEMANGKA,0.00 ,0.00 ,0.00
2023,KEDOKANBUNDER,TOMAT,12.00 ,991.35 ,82.61
"2023,JUNTINYUAT,PADI,""7,702.00 "",""63,763.30 "",8.28"
2023,JUNTINYUAT,BAWANG MERAH,16.00 ,668.00 ,41.75
2023,JUNTINYUAT,CABAI BESAR,0.00 ,34.00 ,0.00
2023,JUNTINYUAT,CABAI RAWIT,5.00 ,217.00 ,43.40
2023,JUNTINYUAT,KACANG PANJANG,24.00 ,676.00 ,28.17
"2023,JUNTINYUAT,KETIMUN,9.00 ,""1,267.00 "",140.78"
"2023,JUNTINYUAT,SEMANGKA,27.00 ,""1,150.00 "",42.59"
"2023,JUNTINYUAT,TOMAT,10.70 ,""1,065.00 "",99.53"
"2023,SLIYEG,PADI,""8,518.00 "",""64,843.27 "",7.61"
2023,SLIYEG,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,SLIYEG,CABAI BESAR,0.00 ,0.00 ,0.00
"2023,SLIYEG,CABAI RAWIT,23.00 ,""2,070.00 "",90.00"
"2023,SLIYEG,KACANG PANJANG,26.00 ,""2,545.00 "",97.88"
"2023,SLIYEG,KETIMUN,25.00 ,""2,610.00 "",104.40"
2023,SLIYEG,SEMANGKA,0.00 ,0.00 ,0.00
2023,SLIYEG,TOMAT,0.00 ,0.00 ,0.00
"2023,JATIBARANG,PADI,""5,952.00 "",""45,086.40 "",7.58"
2023,JATIBARANG,BAWANG MERAH,0.00 ,5.00 ,0.00
2023,JATIBARANG,CABAI BESAR,0.00 ,0.00 ,0.00
2023,JATIBARANG,CABAI RAWIT,5.00 ,490.00 ,98.00
"2023,JATIBARANG,KACANG PANJANG,18.00 ,""1,185.00 "",65.83"
2023,JATIBARANG,KETIMUN,7.00 ,668.00 ,95.43
2023,JATIBARANG,SEMANGKA,0.00 ,0.00 ,0.00
2023,JATIBARANG,TOMAT,0.00 ,0.00 ,0.00
"2023,BALONGAN,PADI,""3,792.00 "",""26,465.20 "",6.98"
2023,BALONGAN,BAWANG MERAH,2.00 ,170.00 ,85.00
2023,BALONGAN,CABAI BESAR,0.00 ,0.00 ,0.00
2023,BALONGAN,CABAI RAWIT,1.00 ,30.00 ,30.00
2023,BALONGAN,KACANG PANJANG,0.00 ,0.00 ,0.00
2023,BALONGAN,KETIMUN,0.00 ,43.00 ,0.00
2023,BALONGAN,SEMANGKA,1.00 ,195.00 ,195.00
2023,BALONGAN,TOMAT,0.43 ,10.00 ,23.26
2023,INDRAMAYU,PADI,26143.30,3619.00,0.14
2023,INDRAMAYU,BAWANG MERAH,0.00,0.00,0.00
2023,INDRAMAYU,CABAI BESAR,0.00,0.00,0.00
2023,INDRAMAYU,CABAI RAWIT,0.00,0.00,0.00
2023,INDRAMAYU,KACANG PANJANG,0.00,0.00,0.00
2023,INDRAMAYU,KETIMUN,0.00,0.00,0.00
2023,INDRAMAYU,SEMANGKA,5.00,800.00,160.00
2023,INDRAMAYU,TOMAT,0.00,0.00,0.00
"2023,SINDANG,PADI,""4,346.00 "",""33,280.39 "",7.66"
2023,SINDANG,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,SINDANG,CABAI BESAR,0.00 ,0.00 ,0.00
2023,SINDANG,CABAI RAWIT,1.00 ,2.00 ,2.00
2023,SINDANG,KACANG PANJANG,0.00 ,0.00 ,0.00
2023,SINDANG,KETIMUN,0.00 ,0.00 ,0.00
2023,SINDANG,SEMANGKA,0.00 ,0.00 ,0.00
2023,SINDANG,TOMAT,0.00 ,0.00 ,0.00
"2023,CANTIGI,PADI,""2,760.00 "",""21,341.53 "",7.73"
2023,CANTIGI,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,CANTIGI,CABAI BESAR,0.00 ,0.00 ,0.00
2023,CANTIGI,CABAI RAWIT,0.00 ,12.00 ,0.00
2023,CANTIGI,KACANG PANJANG,0.00 ,0.00 ,0.00
2023,CANTIGI,KETIMUN,0.00 ,0.00 ,0.00
"2023,CANTIGI,SEMANGKA,13.00 ,""2,187.00 "",168.23"
2023,CANTIGI,TOMAT,0.15 ,16.20 ,108.00
"2023,PASEKAN,PADI,""1,794.00 "",""13,235.18 "",7.38"
2023,PASEKAN,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,PASEKAN,CABAI BESAR,1.00 ,33.00 ,33.00
2023,PASEKAN,CABAI RAWIT,1.00 ,13.00 ,13.00
2023,PASEKAN,KACANG PANJANG,0.00 ,0.00 ,0.00
2023,PASEKAN,KETIMUN,0.00 ,0.00 ,0.00
"2023,PASEKAN,SEMANGKA,27.00 ,""7,020.00 "",260.00"
2023,PASEKAN,TOMAT,0.00 ,0.00 ,0.00
"2023,LOHBENER,PADI,""4,632.00 "",""33,126.88 "",7.15"
2023,LOHBENER,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,LOHBENER,CABAI BESAR,0.00 ,0.00 ,0.00
2023,LOHBENER,CABAI RAWIT,0.00 ,13.00 ,0.00
2023,LOHBENER,KACANG PANJANG,0.00 ,0.00 ,0.00
2023,LOHBENER,KETIMUN,0.00 ,0.00 ,0.00
2023,LOHBENER,SEMANGKA,0.00 ,0.00 ,0.00
2023,LOHBENER,TOMAT,0.01 ,0.00 ,0.00
"2023,ARAHAN,PADI,""3,864.00 "",""28,381.00 "",7.34"
2023,ARAHAN,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,ARAHAN,CABAI BESAR,0.00 ,0.00 ,0.00
2023,ARAHAN,CABAI RAWIT,0.00 ,161.00 ,0.00
2023,ARAHAN,KACANG PANJANG,0.00 ,603.00 ,0.00
2023,ARAHAN,KETIMUN,0.00 ,0.00 ,0.00
2023,ARAHAN,SEMANGKA,0.00 ,0.00 ,0.00
2023,ARAHAN,TOMAT,0.00 ,0.00 ,0.00
"2023,LOSARANG,PADI,""8,721.00 "",""60,920.93 "",6.99"
2023,LOSARANG,BAWANG MERAH,6.00 ,579.00 ,96.50
2023,LOSARANG,CABAI BESAR,2.00 ,344.00 ,172.00
2023,LOSARANG,CABAI RAWIT,2.00 ,289.00 ,144.50
2023,LOSARANG,KACANG PANJANG,1.00 ,70.00 ,70.00
2023,LOSARANG,KETIMUN,2.00 ,751.00 ,375.50
2023,LOSARANG,SEMANGKA,0.00 ,9.00 ,0.00
2023,LOSARANG,TOMAT,1.00 ,712.00 ,712.00
"2023,KANDANGHAUR,PADI,""9,059.00 "",""66,244.40 "",7.31"
2023,KANDANGHAUR,BAWANG MERAH,0.00 ,0.00 ,0.00
2023,KANDANGHAUR,CABAI BESAR,2.00 ,155.00 ,77.50
2023,KANDANGHAUR,CABAI RAWIT,2.00 ,72.00 ,36.00
2023,KANDANGHAUR,KACANG PANJANG,2.00 ,242.00 ,121.00
2023,KANDANGHAUR,KETIMUN,0.00 ,0.00 ,0.00
2023,KANDANGHAUR,SEMANGKA,0.00 ,0.00 ,0.00
2023,KANDANGHAUR,TOMAT,1.50 ,161.00 ,107.33
"2023,BONGAS,PADI,""7,864.00 "",""55,561.60 "",7.07"
2023,BONGAS,BAWANG MERAH,23.00 ,942.00 ,40.96
2023,BONGAS,CABAI BESAR,2.00 ,87.00 ,43.50
2023,BONGAS,CABAI RAWIT,2.00 ,155.00 ,77.50
2023,BONGAS,KACANG PANJANG,6.00 ,454.00 ,75.67
2023,BONGAS,KETIMUN,2.00 ,26.00 ,13.00
2023,BONGAS,SEMANGKA,0.00 ,0.00 ,0.00
2023,BONGAS,TOMAT,2.00 ,62.00 ,31.00
"2023,ANJATAN,PADI,""12,200.00 "",""88,775.70 "",7.28"
"2023,ANJATAN,BAWANG MERAH,57.00 ,""7,080.00 "",124.21"
"2023,ANJATAN,CABAI BESAR,20.00 ,""3,070.00 "",153.50"
2023,ANJATAN,CABAI RAWIT,8.00 ,80.00 ,10.00
"2023,ANJATAN,KACANG PANJANG,38.00 ,""5,060.00 "",133.16"
"2023,ANJATAN,KETIMUN,25.00 ,""3,816.00 "",152.64"
2023,ANJATAN,SEMANGKA,0.00 ,0.00 ,0.00
2023,ANJATAN,TOMAT,2.00 ,380.00 ,190.00
"2023,SUKRA,PADI,""6,820.00 "",""50,214.67 "",7.36"
2023,SUKRA,BAWANG MERAH,3.00 ,250.00 ,83.33
2023,SUKRA,CABAI BESAR,0.00 ,50.00 ,0.00
2023,SUKRA,CABAI RAWIT,0.00 ,3.00 ,0.00
2023,SUKRA,KACANG PANJANG,1.00 ,119.00 ,119.00
2023,SUKRA,KETIMUN,0.00 ,45.00 ,0.00
2023,SUKRA,SEMANGKA,0.00 ,0.00 ,0.00
2023,SUKRA,TOMAT,1.10 ,44.20 ,40.18
"2023,PATROL,PADI,""6,285.00 "",""45,835.20 "",7.29"
"2023,PATROL,BAWANG MERAH,50.00 ,""3,050.00 "",61.00"
2023,PATROL,CABAI BESAR,0.00 ,0.00 ,0.00
2023,PATROL,CABAI RAWIT,4.00 ,60.00 ,15.00
2023,PATROL,KACANG PANJANG,22.00 ,623.00 ,28.32
2023,PATROL,KETIMUN,25.00 ,409.00 ,16.36
2023,PATROL,SEMANGKA,0.00 ,0.00 ,0.00
2023,PATROL,TOMAT,20.00 ,680.00 ,34.00
