TAHUN,KECAMATAN,KOMODITAS,LUAS_PANEN,PRODUKSI,PRODUKTIVITAS
2024,PASEKAN,CABAI RAWIT,1.00 ,133.00 ,133.00
2024,PASEKAN,KACANG PANJANG,0.00 ,0.00 ,0.00
2024,PASEKAN,KETIMUN,0.00 ,0.00 ,0.00
"2024,PASEKAN,SEMANGKA,100.00 ,""25,000.00 "",250.00"
2024,PASEKAN,TOMAT,0.00 ,0.00 ,0.00
"2024,LOHBENER,PADI,""5,076.00 "",""36,145.43 "",71.21"
2024,LOHBENER,BAWANG MERAH,0.00 ,0.00 ,0.00
2024,LOHBENER,CABAI BESAR,0.00 ,0.00 ,0.00
2024,LOHBENER,CABAI RAWIT,0.22 ,62.90 ,285.91
2024,LOHBENER,KACANG PANJANG,0.00 ,0.00 ,0.00
2024,LOHBENER,KETIMUN,0.00 ,0.00 ,0.00
2024,LOHBENER,SEMANGKA,0.01 ,1.00 ,100.00
2024,LOHBENER,TOMAT,0.02 ,5.70 ,285.00
"2024,ARAHAN,PADI,""4,871.00 "",""33,658.65 "",69.10"
2024,ARAHAN,BAWANG MERAH,0.00 ,0.00 ,0.00
2024,ARAHAN,CABAI BESAR,50.00 ,200.00 ,4.00
2024,ARAHAN,CABAI RAWIT,69.00 ,422.00 ,6.12
2024,ARAHAN,KACANG PANJANG,0.00 ,0.00 ,0.00
2024,ARAHAN,KETIMUN,0.00 ,0.00 ,0.00
2024,ARAHAN,SEMANGKA,0.00 ,0.00 ,0.00
2024,ARAHAN,TOMAT,0.00 ,0.00 ,0.00
"2024,LOSARANG,PADI,""9,218.00 "",""67,276.76 "",72.98"
2024,LOSARANG,BAWANG MERAH,10.10 ,477.30 ,47.26
2024,LOSARANG,CABAI BESAR,8.60 ,293.10 ,34.08
2024,LOSARANG,CABAI RAWIT,9.20 ,571.30 ,62.10
2024,LOSARANG,KACANG PANJANG,0.50 ,23.90 ,47.80
2024,LOSARANG,KETIMUN,0.20 ,751.00 ,3755.00
2024,LOSARANG,SEMANGKA,0.00 ,0.00 ,0.00
"2024,LOSARANG,TOMAT,9.00 ,""1,339.50 "",148.83"
"2024,KANDANGHAUR,PADI,""7,980.00 "",""55,771.19 "",69.89"
2024,KANDANGHAUR,BAWANG MERAH,1.00 ,165.00 ,165.00
2024,KANDANGHAUR,CABAI BESAR,0.00 ,0.00 ,0.00
2024,KANDANGHAUR,CABAI RAWIT,3.50 ,380.50 ,108.71
2024,KANDANGHAUR,KACANG PANJANG,2.50 ,287.00 ,114.80
"2024,KANDANGHAUR,KETIMUN,6.50 ,""2,099.00 "",322.92"
"2024,KANDANGHAUR,SEMANGKA,9.00 ,""2,780.00 "",308.89"
"2024,KANDANGHAUR,TOMAT,3.50 ,""1,761.00 "",503.14"
"2024,BONGAS,PADI,""7,860.00 "",""58,953.03 "",75.00"
2024,BONGAS,BAWANG MERAH,8.00 ,428.00 ,53.50
2024,BONGAS,CABAI BESAR,1.00 ,228.00 ,228.00
2024,BONGAS,CABAI RAWIT,0.00 ,0.00 ,0.00
2024,BONGAS,KACANG PANJANG,4.00 ,60.00 ,15.00
2024,BONGAS,KETIMUN,0.00 ,0.00 ,0.00
2024,BONGAS,SEMANGKA,0.00 ,0.00 ,0.00
2024,BONGAS,TOMAT,2.00 ,159.00 ,79.50
"2024,ANJATAN,PADI,""12,296.00 "",""90,160.08 "",72.32"
"2024,ANJATAN,BAWANG MERAH,22.00 ,""2,160.00 "",0.00"
2024,ANJATAN,CABAI BESAR,3.00 ,450.00 ,150.00
2024,ANJATAN,CABAI RAWIT,2.00 ,790.00 ,395.00
"2024,ANJATAN,KACANG PANJANG,16.00 ,""1,920.00 "",120.00"
"2024,ANJATAN,KETIMUN,24.00 ,""2,680.00 "",111.67"
2024,ANJATAN,SEMANGKA,0.00 ,0.00 ,0.00
2024,ANJATAN,TOMAT,0.00 ,0.00 ,0.00
"2024,SUKRA,PADI,""6,620.00 "",""49,179.34 "",74.29"
2024,SUKRA,BAWANG MERAH,1.90 ,193.00 ,101.58
2024,SUKRA,CABAI BESAR,0.50 ,71.00 ,142.00
2024,SUKRA,CABAI RAWIT,0.10 ,7.50 ,75.00
2024,SUKRA,KACANG PANJANG,0.60 ,75.00 ,125.00
2024,SUKRA,KETIMUN,0.40 ,58.00 ,145.00
2024,SUKRA,SEMANGKA,0.00 ,0.00 ,0.00
2024,SUKRA,TOMAT,0.60 ,76.00 ,126.67
"2024,PATROL,PADI,""5,255.00 "",""38,117.66 "",72.54"
"2024,PATROL,BAWANG MERAH,134.00 ,""11,880.00 "",88.66"
2024,PATROL,CABAI BESAR,7.00 ,236.00 ,33.71
2024,PATROL,CABAI RAWIT,14.00 ,456.00 ,32.57
"2024,PATROL,KACANG PANJANG,21.00 ,""1,566.00 "",74.57"
"2024,PATROL,KETIMUN,23.00 ,""1,144.00 "",49.74"
2024,PATROL,SEMANGKA,0.00 ,0.00 ,0.00
"2024,PATROL,TOMAT,18.00 ,""1,535.00 "",85.28"
